Learning,Repository,File,Pull Request,URL,Created By,Usage,Last Used,Created At,Updated At
"In React Router v7, the defer() function has been removed. Instead, loaders can return promises directly in the response object, and components use Suspense and Await to handle them without needing defer().","fdm","fdm-app/app/routes/farm.$b_id_farm.$calendar.balance.nitrogen.$b_id.tsx","198","","SvenVw","19","February 20th 2026, 9:48:29 am","July 24th 2025, 10:29:44 am","July 24th 2025, 10:29:44 am"
"In the fdm project, `redirect` and other routing utilities should be imported from `react-router` instead of `react-router-dom`.","fdm","fdm-app/app/routes/farm.$b_id_farm.settings._index.tsx","45","","SvenVw","38","February 20th 2026, 9:48:29 am","January 14th 2025, 5:06:21 pm","January 14th 2025, 5:06:21 pm"
"In React Router v7, the `json()` function has been deprecated and removed. Instead, either return plain JavaScript objects directly from loaders/actions, or use the `data()` function for responses with custom status codes and headers.","fdm","fdm-app/app/routes/farm.create.$b_id_farm.$calendar.access.tsx","132","","SvenVw","16","February 20th 2026, 9:48:29 am","April 29th 2025, 1:28:44 pm","April 29th 2025, 1:28:44 pm"
"When writing unit tests for the fdm project, avoid using Vitest's mocking utilities (vi) as it has caused problems in the past not related to the actual code. Instead, use simple object literals with methods that throw errors to test error handling.","fdm","fdm-core/src/cultivation.ts","95","","SvenVw","13","February 19th 2026, 5:35:27 pm","March 6th 2025, 3:58:48 pm","March 6th 2025, 3:58:48 pm"
"The route pattern ""api/auth/:"" in React Router is required for better-auth's handler to function correctly. The auth.handler() method in the route's loader and action functions expects this exact pattern to handle various authentication endpoints including OAuth callbacks, session management, and rate limiting.","fdm","fdm-app/app/routes.ts","42","","SvenVw","3","February 19th 2026, 11:52:16 am","January 9th 2025, 5:07:36 pm","January 9th 2025, 5:07:36 pm"
"React Router v7 supports Suspense patterns by returning promises directly from loaders. The pattern is: return { data: somePromise } from loader, then use <Suspense><Await resolve={loaderData.data}>{resolvedData => ...}</Await></Suspense> in components.","fdm","fdm-app/app/routes/farm.$b_id_farm.$calendar.balance.nitrogen.$b_id.tsx","198","","SvenVw","11","February 19th 2026, 11:52:16 am","July 24th 2025, 10:29:44 am","July 24th 2025, 10:29:44 am"
"In the `fdm-app/tsconfig.json` file, the include path `.react-router/types/**/*` refers to a build-time generated directory which is intentionally not included in the repository.","fdm","fdm-app/tsconfig.json","20","","SvenVw","18","February 19th 2026, 11:17:57 am","December 11th 2024, 1:09:35 pm","December 11th 2024, 1:09:35 pm"
"In `fdm-app/app/components/blocks/field-map.tsx`, explicit cleanup of Mapbox GL resources is not necessary, as `react-map-gl` handles it automatically upon component unmount, and `MapRef` does not have a `remove` method.","fdm","fdm-app/app/components/blocks/field-map.tsx","6","","SvenVw","42","February 18th 2026, 5:26:37 pm","November 25th 2024, 3:42:26 pm","November 25th 2024, 3:42:26 pm"
"When facing prop name inconsistencies with react-map-gl (like mapboxAccessToken vs mapboxApiAccessToken), using different import statements can resolve the issue more elegantly than changing prop names across multiple files.","fdm","fdm-app/app/components/blocks/field-map.tsx","161","","SvenVw","14","February 18th 2026, 5:26:37 pm","June 10th 2025, 3:10:03 pm","June 10th 2025, 3:10:03 pm"
"The `calculateDose` function in `@svenvw/fdm-calculator` is a synchronous function that includes built-in validation for negative application amounts and nutrient rates.","fdm","fdm-app/app/routes/farm.$b_id_farm.field.$b_id.fertilizer.tsx","75","","SvenVw","15","February 18th 2026, 4:37:35 pm","February 14th 2025, 10:56:37 am","February 14th 2025, 10:56:37 am"
"In fdm-app, checkPermission (the new function) differs from the old hasPermission function: when checkPermission is called with strict=false in loaders, it returns a boolean (true/false); if errors occur during permission checks, the loader throws and shows an error page rather than failing open. This is an intentional architectural decision by the team.","fdm","fdm-app/app/components/blocks/soil/list.tsx","344","","BoraIneviNMI","9","February 18th 2026, 4:32:35 pm","November 27th 2025, 2:11:50 pm","November 27th 2025, 2:11:50 pm"
"The `b_sector` column has been removed from the farms table and replaced with `b_businessid_farm`, `b_address_farm`, and `b_postalcode_farm` columns for better business information management.","fdm",".changeset/yellow-sheep-wash.md","42","","SvenVw","17","February 17th 2026, 5:19:19 pm","January 9th 2025, 5:06:08 pm","January 9th 2025, 5:06:08 pm"
"Docusaurus versions 3.7 and later support both React 18 and React 19. The peerDependencies are specified as ""react"": ""^18.0.0 || ^19.0.0"" and ""react-dom"": ""^18.0.0 || ^19.0.0"".","fdm","fdm-docs/package.json","299","","SvenVw","11","February 17th 2026, 9:21:24 am","October 15th 2025, 10:11:10 am","October 15th 2025, 10:11:10 am"
"In react-map-gl components, when querying rendered features via map.queryRenderedFeatures(), the effect's dependency array must include any props that affect the map's rendered state (like source data) to ensure features are queried against the current map state.","fdm","fdm-app/app/components/custom/atlas/atlas-sources.tsx","67","","SvenVw","24","February 17th 2026, 9:21:24 am","January 31st 2025, 4:06:35 pm","January 31st 2025, 4:06:35 pm"
"In the `fdm-app/package.json` file, `remix-toast` and `sonner` are not duplicate dependencies. `remix-toast` manages toast generation and handling within the Remix framework, while `sonner` provides the actual implementation and UI of the toast notifications. They serve different purposes and are intended to be used together in the project.","fdm","fdm-app/package.json","16","","SvenVw","5","February 17th 2026, 9:21:24 am","December 16th 2024, 11:48:27 am","December 16th 2024, 11:48:27 am"
"When analyzing npm package versions in package.json files, the specified versions are often already the latest stable versions, especially in active projects. Always verify with npm registry before suggesting version updates.","fdm","fdm-calculator/package.json","134","","SvenVw","3","February 16th 2026, 5:36:05 pm","May 26th 2025, 11:39:31 am","May 26th 2025, 11:39:31 am"
"In the FDM database schema, `b_id_harvesting` is a primary key in the `cultivationHarvesting` table, ensuring no duplicate harvest entries can exist. Therefore, duplicate checking is not needed when processing harvest records from database queries.","fdm","fdm-core/src/cultivation.ts","71","","SvenVw","16","February 13th 2026, 10:44:27 am","February 13th 2025, 9:28:00 am","February 13th 2025, 9:28:00 am"
"The validation logic in updateHarvest is intentionally different from checkHarvestDateCompability because updateHarvest is for updating existing harvests while checkHarvestDateCompability is for inserting new harvests. The insertion function includes checks that don't apply to updates, such as verifying no harvest already exists for ""once"" harvestable cultivations.","fdm","fdm-core/src/harvest.ts","194","","SvenVw","12","February 13th 2026, 10:44:27 am","July 31st 2025, 1:38:50 pm","July 31st 2025, 1:38:50 pm"
"In `fdm-app/app/routes/signup.tsx`, the `form.get(""agreed"")` returns `""true""` when the checkbox is checked, not `""on""`.","fdm","fdm-app/app/routes/signup.tsx","17","","SvenVw","7","February 12th 2026, 2:17:11 pm","December 10th 2024, 2:14:54 pm","December 10th 2024, 2:14:54 pm"
"In the farm data model, each cultivation (b_lu) can have only one termination date but can have multiple harvest dates. This is enforced through the database schema where cultivationTerminating uses b_lu as primary key while cultivationHarvesting uses a composite primary key of b_id_harvestable and b_lu.","fdm","fdm-core/src/db/schema.ts","49","","SvenVw","27","February 12th 2026, 2:00:34 pm","January 23rd 2025, 4:18:57 pm","January 23rd 2025, 4:18:57 pm"
"When using MapGL component from react-map-gl, the correct prop name for the Mapbox access token is `mapboxApiAccessToken` as verified by checking the MapboxProps interface. This should be consistent across all usages of the MapGL component.","fdm","fdm-app/app/components/blocks/field-map.tsx","161","","SvenVw","2","February 11th 2026, 2:19:20 pm","June 10th 2025, 2:20:38 pm","June 10th 2025, 2:20:38 pm"
"When handling different map event types in react-map-gl v7.1.8, use MapLayerMouseEvent for mouse events (which have the point property) and ViewStateChangeEvent for view state changes. Use a type guard like 'point' in evt to safely access event-specific properties.","fdm","fdm-app/app/components/custom/atlas/atlas-panels.tsx","67","","SvenVw","14","February 11th 2026, 2:19:20 pm","January 31st 2025, 4:41:43 pm","January 31st 2025, 4:41:43 pm"
"In react-map-gl v8.0.4, the correct prop name for the Mapbox access token in the MapGL component is `mapboxApiAccessToken`, not `mapboxAccessToken` as verified by checking the MapboxProps interface.","fdm","fdm-app/app/components/blocks/field-map.tsx","161","","SvenVw","2","February 11th 2026, 2:19:20 pm","June 10th 2025, 2:20:38 pm","June 10th 2025, 2:20:38 pm"
"In soil analysis, depth measurements follow the convention where a_depth_upper represents the shallower sampling depth (closer to surface, smaller numeric value) and a_depth_lower represents the deeper sampling depth (further from surface, larger numeric value). Therefore, a_depth_lower should always be greater than a_depth_upper for a valid soil sampling depth range.","fdm","fdm-core/src/soil.test.ts","141","","SvenVw","3","February 5th 2026, 1:18:06 pm","May 27th 2025, 1:31:27 pm","May 27th 2025, 1:31:27 pm"
"In Remix loaders, the `getSession(request)` call should be retained even when the returned session value isn't used elsewhere in the function, as it serves as an authentication guard that validates the user has a valid session and likely throws an error or redirects if the session is invalid. This is a common security pattern to protect routes.","fdm","fdm-app/app/routes/farm.$b_id_farm.$calendar.atlas.fields.$centroid.tsx","233","","SvenVw","2","February 4th 2026, 2:46:59 pm","August 11th 2025, 1:57:42 pm","August 11th 2025, 1:57:42 pm"
"The `updateField` function in fdm-core requires 8 parameters: fdm, b_id (required), and 6 optional parameters (b_name, b_id_source, b_geometry, b_acquiring_date, b_acquiring_method, b_discarding_date).","fdm","fdm-app/app/routes/farm.create.$b_id_farm.fields.$b_id.tsx","67","","SvenVw","25","February 4th 2026, 9:56:06 am","January 31st 2025, 4:05:14 pm","January 31st 2025, 4:05:14 pm"
"In the Atlas component's MapFieldsProps interface, mapStyle is intentionally restricted to ""mapbox://styles/mapbox/satellite-streets-v12"" as it's currently the only supported style option.","fdm","fdm-app/app/components/custom/atlas/atlas.d.tsx","67","","SvenVw","11","January 29th 2026, 10:09:07 am","January 31st 2025, 3:29:37 pm","January 31st 2025, 3:29:37 pm"
"Input validation for numeric fields in the FDM application is handled through Zod schemas rather than HTML input attributes to ensure consistent validation rules and error messages.","fdm","fdm-app/app/components/custom/harvest/form.tsx","71","","SvenVw","5","January 28th 2026, 3:44:35 pm","February 13th 2025, 9:31:32 am","February 13th 2025, 9:31:32 am"
"In the FDM application, Zustand stores with persist middleware using sessionStorage/localStorage don't require SSR hardening guards. The existing store patterns in fdm-app work without typeof window checks or memory storage fallbacks.","fdm","fdm-app/app/store/field-fertilizer-form.tsx","272","","SvenVw","25","January 28th 2026, 3:25:48 pm","September 25th 2025, 5:10:59 pm","September 25th 2025, 5:10:59 pm"
"In the FDM application, Zustand stores with persist middleware using sessionStorage/localStorage don't require SSR hardening guards. The existing store patterns in fdm-app work without typeof window checks or memory storage fallbacks, as evidenced by the changelog store using createJSONStorage(() => localStorage) directly.","fdm","fdm-app/app/store/field-fertilizer-form.tsx","272","","SvenVw","25","January 28th 2026, 3:25:48 pm","September 25th 2025, 5:10:59 pm","September 25th 2025, 5:10:59 pm"
"In the `fdm-core` TypeScript codebase, interface names should not be prefixed with 'I'; interface names should be meaningful without the 'I' prefix.","fdm","fdm-core/src/cultivation.d.ts","9","","SvenVw","5","January 27th 2026, 2:28:22 pm","November 27th 2024, 10:58:24 am","November 27th 2024, 10:58:24 am"
"The nutrient rate property for Effective Organic Carbon is intentionally named `p_eoc` (without the `_rt` suffix) in the codebase, and this naming should be preserved.","fdm","fdm-calculator/src/doses/calculate-dose.ts","164","","SvenVw","3","January 27th 2026, 11:56:31 am","June 13th 2025, 12:26:24 pm","June 13th 2025, 12:26:24 pm"
"In nitrogen balance calculations for agricultural systems, the balance should only include ammonia emissions (emission.ammonia.total) and should not include nitrate leaching from the emission calculation. The nitrate component (emission.nitrate) should be excluded from the balance formula.","fdm","fdm-calculator/src/balance/nitrogen/index.ts","236","","SvenVw","13","January 27th 2026, 11:56:31 am","August 14th 2025, 4:31:55 pm","August 14th 2025, 4:31:55 pm"
"In the FDM database schema, the field `b_lu_rest_oravib` in the `cultivations_catalogue` table is intentionally nullable (can be undefined). When undefined, it should be treated as `false` in the UI layer. This allows distinguishing between ""explicitly set to false"" and ""not set"" at the database level while providing simplified boolean logic in the UI.","fdm","fdm-core/src/db/schema.ts","233","","SvenVw","4","January 27th 2026, 11:56:31 am","August 11th 2025, 2:14:28 pm","August 11th 2025, 2:14:28 pm"
"In the atlas map components (soil, elevation, fields), the sessionStorage key ""mapViewState"" is intentionally shared across all atlas views to maintain the same viewport position when users switch between different map types. This enables a seamless navigation experience where the map stays centered on the same location regardless of which atlas view is active.","fdm","fdm-app/app/routes/farm.$b_id_farm.$calendar.atlas.soil.tsx","427","","SvenVw","7","January 22nd 2026, 5:57:55 pm","January 22nd 2026, 5:01:15 pm","January 22nd 2026, 5:01:15 pm"
"MapGL implementations should use the shared `useMapConfig` hook for configuration and `getLayerStyle` utility for consistent styling. The hook supports both interactive and non-interactive maps, handling bounds calculation and view state management.","fdm","fdm-app/app/routes/farm.create.$b_id_farm.atlas.tsx","67","","SvenVw","7","January 22nd 2026, 5:57:55 pm","January 31st 2025, 5:06:33 pm","January 31st 2025, 5:06:33 pm"
"Map configuration in the application should be modularized using the `useMapConfig` hook and `MapControls` component to maintain consistency across all MapGL instances.","fdm","fdm-app/app/routes/farm.create.$b_id_farm.atlas.tsx","67","","SvenVw","13","January 22nd 2026, 5:57:55 pm","January 31st 2025, 5:06:33 pm","January 31st 2025, 5:06:33 pm"
"Every cultivation has an associated `cultivationTerminating` record created by `addCultivation`, with `b_terminate_date` initially set to null. Therefore, `updateCultivation` can safely assume the record exists and only needs to handle updates.","fdm","fdm-core/src/cultivation.ts","49","","SvenVw","16","January 22nd 2026, 1:44:44 pm","January 24th 2025, 12:39:57 pm","January 24th 2025, 12:39:57 pm"
"The field creation and cultivation addition should be performed within a single database transaction to ensure atomicity and prevent transaction isolation issues that could lead to ""Field does not exist"" errors.","fdm","fdm-app/app/routes/farm.create.$b_id_farm.atlas.tsx","49","","SvenVw","9","January 22nd 2026, 1:44:44 pm","January 24th 2025, 12:38:05 pm","January 24th 2025, 12:38:05 pm"
"When writing tests for the FDM codebase, avoid using Vitest's `vi` mocking utilities (`vi.spyOn()`, etc.). Prefer using natural errors, real function behavior, and actual inputs that trigger expected failures.","fdm","fdm-core/src/catalogues.ts","95","","SvenVw","7","January 16th 2026, 2:23:10 pm","March 6th 2025, 4:23:29 pm","March 6th 2025, 4:23:29 pm"
"When writing unit tests for the fdm project, avoid using vi.mock() as it has caused implementation problems in the past. Use direct mock functions with vi.fn() instead.","fdm","fdm-core/src/cultivation.ts","95","","SvenVw","7","January 16th 2026, 2:23:10 pm","March 6th 2025, 3:38:52 pm","March 6th 2025, 3:38:52 pm"
"Do not use vi (Vitest) mocking utilities in unit tests for the fdm project.","fdm","fdm-core/src/catalogues.ts","95","","SvenVw","6","January 16th 2026, 2:23:10 pm","March 6th 2025, 4:20:37 pm","March 6th 2025, 4:20:37 pm"
"In agricultural field management systems (fdm-core), when calculating field perimeter for productivity classification heuristics, holes inside polygons should be ignored. Use ST_ExteriorRing instead of ST_Perimeter to get only the outer boundary perimeter, as interior features like ponds or buildings should not affect the buffer strip vs productive field classification.","fdm","fdm-core/src/field.ts","279","","SvenVw","6","January 16th 2026, 2:11:45 pm","September 26th 2025, 10:26:05 am","September 26th 2025, 10:26:05 am"
"In the organic matter balance calculation system (fdm-calculator), degradation values are negative by definition. This means the balance calculation using supply.total.plus(degradation.total) is correct, as it effectively computes supply - |degradation|. This follows the same pattern as the nitrogen balance system.","fdm","fdm-calculator/src/balance/organic-matter/types.d.ts","343","","SvenVw","5","January 16th 2026, 12:31:29 pm","November 21st 2025, 11:02:25 am","November 21st 2025, 11:02:25 am"
"In the organic matter balance chart (fdm-app), degradation values are multiplied by -1 before plotting to show supply and degradation bars side-by-side with positive magnitudes, enabling direct visual comparison. This is a deliberate design choice for the organic matter chart visualization, different from the nitrogen balance chart which uses separate stacks.","fdm","fdm-app/app/components/blocks/balance/organic-matter-chart.tsx","343","","SvenVw","4","January 16th 2026, 12:31:29 pm","November 24th 2025, 11:43:09 am","November 24th 2025, 11:43:09 am"
"In the nitrogen balance calculation system (fdm-calculator), removal and volatilization values are negative by definition. This means the balance calculation using supply.total.add(removal.total).add(volatilization.total) is correct, as it effectively computes supply - |removal| - |volatilization|.","fdm","fdm-calculator/src/balance/nitrogen/index.ts","134","","SvenVw","9","January 16th 2026, 12:28:27 pm","May 26th 2025, 12:32:00 pm","May 26th 2025, 12:32:00 pm"
"In nitrogen balance calculations for agricultural systems, removal and volatilization are calculated as negative values by definition since they represent nitrogen losses from the system. The balance calculation uses addition (.add()) for all components because removal and volatilization are already negative, so adding them effectively subtracts the losses from the supply.","fdm","fdm-calculator/src/balance/nitrogen/index.ts","134","","SvenVw","7","January 16th 2026, 12:28:27 pm","May 26th 2025, 12:32:15 pm","May 26th 2025, 12:32:15 pm"
"In React Router v7+, to ensure error pages are displayed correctly:
1. Export the ErrorBoundary component from the root route
2. Include the Scripts component in the Layout
3. Export the Layout through the default App component","fdm","fdm-app/app/root.tsx","81","","SvenVw","7","January 16th 2026, 12:28:27 pm","February 18th 2025, 12:00:54 pm","February 18th 2025, 12:00:54 pm"
"The route pattern ""api/auth/:"" in React Router configuration is a specific requirement of the better-auth package (version ^1.1.10). It serves as a catch-all route for authentication endpoints and should not be modified to a standard dynamic parameter format, as it would break the authentication functionality.","fdm","fdm-app/app/routes.ts","42","","SvenVw","1","January 9th 2026, 9:30:10 am","January 9th 2025, 5:07:36 pm","January 9th 2025, 5:07:36 pm"
"In the fdm project using shadcn/ui Chart components with Recharts 2.15.4, the Bar component's onMouseEnter and onMouseLeave event handlers receive an event object that includes a tooltipPayload property with the structure { tooltipPayload: { dataKey: string }[] }, which differs from standard Recharts v2 documentation but is confirmed to work in practice. This appears to be a modification made by shadcn/ui's Chart wrapper components.","fdm","fdm-app/app/components/blocks/balance/nitrogen-chart.tsx","366","","BoraIneviNMI","1","December 11th 2025, 2:00:10 pm","December 11th 2025, 2:23:23 pm","December 11th 2025, 2:23:23 pm"
"In nitrogen balance charts, supply should be in a separate stack from removal and emission. Supply represents nitrogen inputs while removal and emission represent different types of nitrogen outputs, so they should be visually grouped differently using different stackId values.","fdm","fdm-app/app/components/custom/balance/nitrogen-chart.tsx","143","","SvenVw","7","December 11th 2025, 2:00:10 pm","May 27th 2025, 9:56:48 pm","May 27th 2025, 9:56:48 pm"
"In the organic matter balance calculations, EOM (Effective Organic Matter) and OM (Organic Matter) are the same units and can be used together in calculations. EOM refers to the organic matter that remains in the soil after one year.","fdm","fdm-calculator/src/balance/organic-matter/types.d.ts","343","","SvenVw","1","November 21st 2025, 11:02:31 am","November 21st 2025, 11:02:25 am","November 21st 2025, 11:02:25 am"
"In fdm-calculator for NL 2025 phosphate stimulus (""Stimuleren organische stofrijke meststoffen""), the correct RVO mestcode groupings are: 25% discount group includes [""111"", ""112""] (Compost and Zeer schone compost), and the 75% discount group for organic farms includes [""40""] (Varkens - Vaste mest). The 75% base group includes [""110"", ""10"", ""61"", ""25"", ""56""].","fdm","fdm-calculator/src/norms/nl/2025/filling/fosfaatgebruiksnorm.ts","285","","SvenVw","1","October 22nd 2025, 10:09:19 am","October 22nd 2025, 10:09:17 am","October 22nd 2025, 10:09:17 am"
"In HTML forms, buttons default to type=""submit"" unless explicitly set to type=""button"", which causes form submission when clicked inside a form element. Using type=""button"" eliminates the need for preventDefault() calls in event handlers.","fdm","fdm-app/app/components/blocks/fertilizer-applications/form.tsx","272","","boraini","1","September 25th 2025, 2:42:29 pm","September 25th 2025, 2:42:28 pm","September 25th 2025, 2:42:28 pm"
"In the fdm-calculator, b_lu_hi (harvest index) represents the ratio of harvested yield to total biomass in agricultural calculations. This value should naturally be non-negative and typically between 0 and 1. Negative values are not expected or physically meaningful in this agricultural domain context.","fdm","fdm-calculator/src/balance/nitrogen/emission/ammonia/residues.ts","267","","SvenVw","1","September 17th 2025, 10:56:44 am","September 17th 2025, 10:56:42 am","September 17th 2025, 10:56:42 am"
"In React Router v7+, error boundaries should:
1. Use the useRouteError hook to access the error
2. Be configured using the errorElement prop in route configuration
3. Include proper error type checking using isRouteErrorResponse","fdm","fdm-app/app/root.tsx","81","","SvenVw","2","August 20th 2025, 4:27:45 pm","February 18th 2025, 12:00:54 pm","February 18th 2025, 12:00:54 pm"
"Sentry DSN being public in client-side code is not a security concern as per Sentry documentation, but it can be made configurable using Vite's environment variables system with the `VITE_` prefix.","fdm","fdm-app/app/entry.client.tsx","82","","SvenVw","3","August 12th 2025, 1:18:53 pm","February 19th 2025, 11:50:50 am","February 19th 2025, 11:50:50 am"
"In the FDM calculator, fertilizer nutrient rates (p_n_rt, p_p_rt, p_k_rt) are measured in g/kg, and are converted to fractions by dividing by 10 during dose calculations.","fdm","fdm-calculator/src/doses/calculate-dose.ts","88","","SvenVw","3","July 21st 2025, 4:14:23 pm","March 4th 2025, 11:56:35 am","March 4th 2025, 11:56:35 am"
"The settings block components (FarmSettingsAccessBlock, FarmSettingsDeleteBlock) will be implemented later and should not be refactored into a shared component at this time.","fdm","fdm-app/app/routes/farm.$b_id_farm.settings.delete.tsx","45","","SvenVw","2","July 21st 2025, 4:00:55 pm","January 14th 2025, 3:36:06 pm","January 14th 2025, 3:36:06 pm"
"The `updateField` function in fdm-core requires exactly 8 arguments and does not support an object-based parameter approach.","fdm","fdm-app/app/routes/farm.create.$b_id_farm.fields.$b_id.tsx","67","","SvenVw","3","July 10th 2025, 2:04:36 pm","January 31st 2025, 4:05:14 pm","January 31st 2025, 4:05:14 pm"
"When verifying npm package versions, always check the npm registry directly rather than relying solely on web search results, as web search may return outdated or incorrect version information.","fdm","fdm-calculator/package.json","134","","SvenVw","1","May 26th 2025, 11:39:32 am","May 26th 2025, 11:39:31 am","May 26th 2025, 11:39:31 am"
"In simple functions with only a single database query, transactions may not be necessary and can be omitted to avoid unnecessary performance overhead, especially for simple boolean check functions.","fdm","fdm-core/src/farm.ts","132","","SvenVw","1","April 29th 2025, 1:40:22 pm","April 29th 2025, 2:26:33 pm","April 29th 2025, 2:26:33 pm"
"In this system, emails are unique, and the team has determined that username collision checking isn't necessary when generating usernames from email addresses.","fdm","fdm-core/src/authentication.ts","132","","SvenVw","1","April 29th 2025, 1:40:07 pm","April 29th 2025, 1:40:05 pm","April 29th 2025, 1:40:05 pm"
"The `getSession()` function in the authentication system already validates session existence and authentication status internally, eliminating the need for additional checks after calling it.","fdm","fdm-app/app/routes/farm.create.$b_id_farm.cultivations._index.tsx","87","","SvenVw","2","March 18th 2025, 2:18:37 pm","March 4th 2025, 3:02:53 pm","March 4th 2025, 3:02:53 pm"
"Ensure accurate version comparisons when verifying dependency compatibility to avoid misreporting issues.","fdm","fdm-app/package.json","17","","SvenVw","1","March 6th 2025, 3:30:35 pm","December 10th 2024, 2:21:12 pm","December 10th 2024, 2:21:12 pm"
"In the FDM codebase, the `fdm` parameter should be documented as ""The FDM instance providing the connection to the database. The instance can be created with {@link createFdmServer}."" in JSDoc comments.","fdm","fdm-core/src/cultivation.ts","88","","SvenVw","1","March 4th 2025, 11:51:17 am","March 4th 2025, 12:09:08 pm","March 4th 2025, 12:09:08 pm"
"Always use `session.principal_id` instead of `session.user.id` when passing the user identifier to functions in the application for consistency across the codebase.","fdm","fdm-app/app/routes/farm.$b_id_farm.atlas.soil.tsx","87","","SvenVw","1","March 4th 2025, 9:53:59 am","March 4th 2025, 9:53:55 am","March 4th 2025, 9:53:55 am"
"For temporary test databases that are created and destroyed within GitHub Actions workflows and run in isolated containers, using default credentials (like postgres/postgres) is acceptable as they pose no security risk.","fdm",".github/workflows/check.yml","65","","SvenVw","1","January 29th 2025, 3:32:17 pm","January 29th 2025, 3:32:14 pm","January 29th 2025, 3:32:14 pm"
"In the fdm project, tests should be organized per file to maintain separation of concerns, rather than consolidating them into a centralized location.","fdm","fdm-core/src/global-setup.ts","65","","SvenVw","1","January 29th 2025, 3:25:48 pm","January 29th 2025, 3:33:41 pm","January 29th 2025, 3:33:41 pm"
"In Vitest tests, prefer using test context over global variables for managing test state to avoid test interference and ensure proper cleanup. The test context can be configured by extending the TestContext interface and using beforeAll/afterAll hooks.","fdm","fdm-core/src/global-setup.ts","65","","SvenVw","1","January 29th 2025, 3:25:48 pm","January 29th 2025, 3:25:45 pm","January 29th 2025, 3:25:45 pm"
"Functions that perform database operations should accept an optional transaction parameter to allow callers to either use individual transactions or wrap multiple operations in a single transaction, providing flexibility without creating multiple combination functions.","fdm","fdm-app/app/routes/farm.create.$b_id_farm.atlas.tsx","49","","SvenVw","1","January 23rd 2025, 4:17:25 pm","January 24th 2025, 12:45:43 pm","January 24th 2025, 12:45:43 pm"
"In markdown files, all items in a list should end with a period.","fdm","fdm-docs/docs/04-Getting started/044-Add a field.md","50","","BrentWHR","1","January 20th 2025, 10:28:02 am","January 20th 2025, 10:28:01 am","January 20th 2025, 10:28:01 am"
"In markdown documentation, items in parameter lists should be formatted as `* **parameter_name:** description`, with a colon after the parameter name.","fdm","fdm-docs/docs/04-Getting started/044-Add a field.md","50","","BrentWHR","1","January 20th 2025, 10:28:02 am","January 20th 2025, 3:34:48 pm","January 20th 2025, 3:34:48 pm"
"When importing JSON data like `brp.json` that is fully typed and controlled within the codebase, and TypeScript's static analysis is sufficient, additional runtime validation may not be necessary.","fdm","fdm-data/src/cultivations/catalogues/brp.ts","9","","SvenVw","0","Never","November 27th 2024, 11:28:18 am","November 27th 2024, 11:28:18 am"
"Including `CREATE EXTENSION IF NOT EXISTS postgis;` in migration files can cause errors if PostGIS is already installed.","fdm","fdm-core/drizzle.config.ts","6","","SvenVw","0","Never","November 25th 2024, 1:40:15 pm","November 25th 2024, 1:40:15 pm"
"The route pattern ""api/auth/:"" in React Router configuration is required by the better-auth package and should not be modified to a standard dynamic parameter format, as it would break the authentication functionality.","fdm","fdm-app/app/routes.ts","42","","SvenVw","0","Never","January 9th 2025, 5:07:36 pm","January 9th 2025, 5:07:36 pm"
"Drizzle ORM does not provide a built-in “encrypted” property for text columns. If sensitive data must be secured, one should encrypt or hash such data at the application level before persisting it in the database, or leverage Drizzle’s field transformers for custom encryption logic.","fdm","fdm-app/db/schema.ts","23","","SvenVw","0","Never","December 19th 2024, 2:13:23 pm","December 19th 2024, 2:13:23 pm"
"Code style guidelines are to be defined later in #29, so references to coding style guidelines may be deferred until that issue is resolved.","fdm","fdm-docs/docs/09-Contributing.md","34","","SvenVw","0","Never","January 6th 2025, 1:54:28 pm","January 6th 2025, 1:54:28 pm"
"O usuário utiliza de forma intencional a versão 9 do ESLint, mesmo que a versão estável seja a série 8.x.","fdm","pnpm-workspace.yaml","29","","SvenVw","0","Never","December 20th 2024, 1:39:51 pm","December 20th 2024, 1:39:51 pm"